Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
257,Entry Long,buy,2021-09-03 18:00,50366.78,151.422786,28686.44,0.38,7599555.80,0.38,381267.92,4.99,155297.21,2.03
256,Exit Long,sell,2021-09-03 09:00,48474.98,326.774824,-410879.88,-2.53,7570869.37,-5.15,231319.24,1.42,395039.47,2.43
256,Entry Long,buy,2021-09-02 09:00,49634.25,326.774824,-410879.88,-2.53,7570869.37,-5.15,231319.24,1.42,395039.47,2.43
255,Exit Long,sell,2021-08-25 00:00,47982.01,170.632442,-26646.67,-0.32,7981749.24,-0.33,414430.00,5.05,18459.38,0.22
255,Entry Long,buy,2021-08-20 21:00,48042.15,170.632442,-26646.67,-0.32,7981749.24,-0.33,414430.00,5.05,18459.38,0.22
254,Exit Long,sell,2021-08-15 15:00,45993.57,175.336473,-147971.42,-1.80,8008395.92,-1.81,243104.94,2.96,139907.07,1.71
254,Entry Long,buy,2021-08-14 03:00,46744.76,175.336473,-147971.42,-1.80,8008395.92,-1.81,243104.94,2.96,139907.07,1.71
253,Exit Long,sell,2021-08-12 21:00,44603.78,185.691665,554749.40,7.19,8156367.33,7.30,965234.53,12.50,0,0.00
253,Entry Long,buy,2021-08-07 00:00,41530.17,185.691665,554749.40,7.19,8156367.33,7.30,965234.53,12.50,0,0.00
252,Exit Long,sell,2021-08-02 06:00,40299.53,198.966375,1110004.50,16.09,7601617.93,17.10,1576693.97,22.85,158724.58,2.30
252,Entry Long,buy,2021-07-25 15:00,34645.73,198.966375,1110004.50,16.09,7601617.93,17.10,1576693.97,22.85,158724.58,2.30
251,Exit Short,exit_short,2021-07-22 00:00,31958.30,169.996237,18191.69,0.33,6491613.43,0.28,476569.25,8.72,185008.50,3.38
251,Entry Short,enter_short,2021-07-14 12:00,32129.40,169.996237,18191.69,0.33,6491613.43,0.28,476569.25,8.72,185008.50,3.38
250,Exit Short,exit_short,2021-07-11 00:00,34076.46,161.94221,-271448.06,-5.16,6473421.74,-4.02,53106.23,1.01,295482.48,5.61
250,Entry Short,enter_short,2021-07-08 15:00,32466.80,161.94221,-271448.06,-5.16,6473421.74,-4.02,53106.23,1.01,295482.48,5.61
249,Exit Long,sell,2021-07-01 15:00,33421.51,141.63516,-272907.04,-5.46,6744869.80,-3.89,189228.87,3.78,268173.38,5.36
249,Entry Long,buy,2021-06-28 15:00,35279.64,141.63516,-272907.04,-5.46,6744869.80,-3.89,189228.87,3.78,268173.38,5.36
248,Exit Short,exit_short,2021-06-25 00:00,35045.82,105.561888,-44734.76,-1.22,7017776.84,-0.63,617820.82,16.85,155089.60,4.23
248,Entry Short,enter_short,2021-06-20 18:00,34691.78,105.561888,-44734.76,-1.22,7017776.84,-0.63,617820.82,16.85,155089.60,4.23
247,Exit Long,sell,2021-06-18 00:00,38073.37,116.976511,-47386.64,-1.05,7062511.60,-0.67,338628.05,7.53,42932.95,0.95
247,Entry Long,buy,2021-06-14 03:00,38401.99,116.976511,-47386.64,-1.05,7062511.60,-0.67,338628.05,7.53,42932.95,0.95
246,Exit Short,exit_short,2021-06-09 21:00,35224.27,118.946992,-221249.39,-5.56,7109898.24,-3.02,283996.31,7.13,217059.57,5.45
246,Entry Short,enter_short,2021-06-08 06:00,33432.86,118.946992,-221249.39,-5.56,7109898.24,-3.02,283996.31,7.13,217059.57,5.45
245,Exit Long,sell,2021-06-04 12:00,36851.58,172.598633,-193581.45,-2.96,7331147.63,-2.57,267248.55,4.08,187220.91,2.86
245,Entry Long,buy,2021-06-02 21:00,37898.40,172.598633,-193581.45,-2.96,7331147.63,-2.57,267248.55,4.08,187220.91,2.86
244,Exit Short,exit_short,2021-05-17 12:00,42375.32,96.575031,1013891.57,19.80,7524729.08,15.57,1017983.96,19.88,0,0.00
244,Entry Short,enter_short,2021-05-13 06:00,52969.15,96.575031,1013891.57,19.80,7524729.08,15.57,1017983.96,19.88,0,0.00
243,Exit Long,sell,2021-05-10 21:00,57359.19,114.382126,-196304.70,-2.91,6510837.51,-2.93,65964.28,0.98,313114.10,4.64
243,Entry Long,buy,2021-05-08 15:00,58959.09,114.382126,-196304.70,-2.91,6510837.51,-2.93,65964.28,0.98,313114.10,4.64
242,Exit Short,exit_short,2021-04-27 15:00,54778.42,67.096314,38466.29,1.03,6707142.21,0.58,562642.05,15.10,147985.75,3.97
242,Entry Short,enter_short,2021-04-18 12:00,55461.96,67.096314,38466.29,1.03,6707142.21,0.58,562642.05,15.10,147985.75,3.97
241,Exit Long,sell,2021-04-15 03:00,61387.84,110.684737,9211.20,0.14,6668675.92,0.14,404589.01,5.97,205397.89,3.03
241,Entry Long,buy,2021-04-12 15:00,61182.05,110.684737,9211.20,0.14,6668675.92,0.14,404589.01,5.97,205397.89,3.03
240,Exit Long,sell,2021-04-11 03:00,58334.00,236.807134,-289269.81,-2.05,6659464.72,-4.16,404902.84,2.87,275455.90,1.96
240,Entry Long,buy,2021-04-10 12:00,59437.77,236.807134,-289269.81,-2.05,6659464.72,-4.16,404902.84,2.87,275455.90,1.96
239,Exit Long,sell,2021-04-04 00:00,58456.51,104.846559,120603.20,2.01,6948734.53,1.77,295981.78,4.93,44823.01,0.75
239,Entry Long,buy,2021-03-29 15:00,57190.58,104.846559,120603.20,2.01,6948734.53,1.77,295981.78,4.93,44823.01,0.75
238,Exit Short,exit_short,2021-03-27 09:00,55199.16,80.887685,-165628.79,-3.84,6828131.32,-2.37,229010.83,5.31,324267.40,7.52
238,Entry Short,enter_short,2021-03-23 12:00,53259.98,80.887685,-165628.79,-3.84,6828131.32,-2.37,229010.83,5.31,324267.40,7.52
237,Exit Long,sell,2021-03-15 15:00,57678.41,117.635627,676719.57,11.09,6993760.11,10.71,1164680.20,19.09,53228.50,0.87
237,Entry Long,buy,2021-03-09 03:00,51816.24,117.635627,676719.57,11.09,6993760.11,10.71,1164680.20,19.09,53228.50,0.87
236,Exit Short,exit_short,2021-03-03 15:00,50673.48,49.278704,-281745.34,-12.68,6317040.54,-4.27,97773.79,4.40,279248.21,12.57
236,Entry Short,enter_short,2021-02-26 15:00,45051.82,49.278704,-281745.34,-12.68,6317040.54,-4.27,97773.79,4.40,279248.21,12.57
235,Exit Short,exit_short,2021-02-25 21:00,51676.56,54.172039,-322060.11,-12.96,6598785.88,-4.65,40860.94,1.64,319260.69,12.85
235,Entry Short,enter_short,2021-02-23 18:00,45828.93,54.172039,-322060.11,-12.96,6598785.88,-4.65,40860.94,1.64,319260.69,12.85
234,Exit Long,sell,2021-02-22 18:00,54446.36,129.41536,485809.24,7.41,6920845.99,7.55,1000931.08,15.27,18066.05,0.28
234,Entry Long,buy,2021-02-17 15:00,50587.45,129.41536,485809.24,7.41,6920845.99,7.55,1000931.08,15.27,18066.05,0.28
233,Exit Long,sell,2021-02-17 00:00,48220.18,131.581517,-204676.10,-3.13,6435036.75,-3.08,116445.99,1.78,198331.21,3.03
233,Entry Long,buy,2021-02-16 12:00,49677.79,131.581517,-204676.10,-3.13,6435036.75,-3.08,116445.99,1.78,198331.21,3.03
232,Exit Long,sell,2021-02-15 09:00,46731.23,121.679225,689392.01,13.81,6639712.85,11.59,1056655.35,21.17,0,0.00
232,Entry Long,buy,2021-02-08 21:00,40977.87,121.679225,689392.01,13.81,6639712.85,11.59,1056655.35,21.17,0,0.00
231,Exit Long,sell,2021-02-08 00:00,37799.72,117.828737,55285.81,1.26,5950320.84,0.94,437162.82,9.95,129720.66,2.95
231,Entry Long,buy,2021-02-04 03:00,37255.46,117.828737,55285.81,1.26,5950320.84,0.94,437162.82,9.95,129720.66,2.95
230,Exit Long,sell,2021-01-30 03:00,33919.10,112.857277,-113788.09,-2.89,5895035.03,-1.89,420481.55,10.68,109960.07,2.79
230,Entry Long,buy,2021-01-29 15:00,34858.57,112.857277,-113788.09,-2.89,5895035.03,-1.89,420481.55,10.68,109960.07,2.79
229,Exit Short,exit_short,2021-01-25 21:00,34306.42,60.948131,-248791.82,-13.46,6008823.11,-3.98,78754.19,4.26,246700.91,13.35
229,Entry Short,enter_short,2021-01-22 06:00,30288.99,60.948131,-248791.82,-13.46,6008823.11,-3.98,78754.19,4.26,246700.91,13.35
228,Exit Long,sell,2021-01-11 00:00,36933.84,89.092933,186922.50,6.03,6257614.93,3.08,640998.34,20.68,100215.66,3.23
228,Entry Long,buy,2021-01-06 12:00,34764.08,89.092933,186922.50,6.03,6257614.93,3.08,640998.34,20.68,100215.66,3.23
227,Exit Long,sell,2021-01-02 21:00,31434.43,197.226921,1401303.56,29.24,6070692.43,30.01,1407503.28,29.37,95517.73,1.99
227,Entry Long,buy,2020-12-25 18:00,24273.69,197.226921,1401303.56,29.24,6070692.43,30.01,1407503.28,29.37,95517.73,1.99
226,Exit Long,sell,2020-12-21 21:00,22012.76,237.299669,608481.46,13.20,4669388.87,14.98,1156155.51,25.08,107937.45,2.34
226,Entry Long,buy,2020-12-13 21:00,19407.15,237.299669,608481.46,13.20,4669388.87,14.98,1156155.51,25.08,107937.45,2.34
225,Exit Short,exit_short,2020-12-13 03:00,18572.01,191.294363,-181808.04,-5.38,4060907.41,-4.29,12390.55,0.37,178255.32,5.27
225,Entry Short,enter_short,2020-12-11 18:00,17657.83,191.294363,-181808.04,-5.38,4060907.41,-4.29,12390.55,0.37,178255.32,5.27
224,Exit Long,sell,2020-12-04 18:00,18930.63,140.575402,-81900.00,-2.99,4242715.45,-1.89,59741.06,2.18,195056.08,7.12
224,Entry Long,buy,2020-11-30 21:00,19474.83,140.575402,-81900.00,-2.99,4242715.45,-1.89,59741.06,2.18,195056.08,7.12
223,Exit Long,sell,2020-11-26 06:00,18567.39,237.489223,-100519.81,-2.23,4324615.45,-2.27,125334.19,2.78,96110.26,2.13
223,Entry Long,buy,2020-11-24 18:00,18953.13,237.489223,-100519.81,-2.23,4324615.45,-2.27,125334.19,2.78,96110.26,2.13
222,Exit Long,sell,2020-11-22 18:00,17820.79,464.560054,613643.70,8.01,4425135.26,16.10,1159576.46,15.14,0,0.00
222,Entry Long,buy,2020-11-17 00:00,16465.59,464.560054,613643.70,8.01,4425135.26,16.10,1159576.46,15.14,0,0.00
221,Exit Long,sell,2020-11-16 03:00,15859.99,243.407976,524.27,0.01,3811491.56,0.01,157877.78,4.09,94154.14,2.44
221,Entry Long,buy,2020-11-12 00:00,15826.15,243.407976,524.27,0.01,3811491.56,0.01,157877.78,4.09,94154.14,2.44
220,Exit Long,sell,2020-11-08 03:00,14644.79,509.957662,278424.19,3.88,3810967.29,7.88,962667.43,13.40,66146.66,0.92
220,Entry Long,buy,2020-11-05 00:00,14070.10,509.957662,278424.19,3.88,3810967.29,7.88,962667.43,13.40,66146.66,0.92
219,Exit Long,sell,2020-11-04 15:00,13624.37,552.11228,-261383.46,-3.36,3532543.10,-6.89,0,0.00,253861.28,3.26
219,Entry Long,buy,2020-11-04 06:00,14070.10,552.11228,-261383.46,-3.36,3532543.10,-6.89,0,0.00,253861.28,3.26
218,Exit Long,sell,2020-11-02 15:00,13506.49,288.837582,-102578.00,-2.56,3793926.56,-2.63,71335.87,1.78,98676.82,2.47
218,Entry Long,buy,2020-10-31 15:00,13834.29,288.837582,-102578.00,-2.56,3793926.56,-2.63,71335.87,1.78,98676.82,2.47
217,Exit Long,sell,2020-10-28 21:00,13305.87,899.765766,-48433.43,-0.40,3896504.57,-1.23,461478.11,3.84,36461.26,0.30
217,Entry Long,buy,2020-10-27 18:00,13333.06,899.765766,-48433.43,-0.40,3896504.57,-1.23,461478.11,3.84,36461.26,0.30
216,Exit Long,sell,2020-10-27 00:00,13009.90,927.349123,1281426.44,11.90,3944938.00,48.11,1616357.03,15.01,0,0.00
216,Entry Long,buy,2020-10-19 21:00,11603.47,927.349123,1281426.44,11.90,3944938.00,48.11,1616357.03,15.01,0,0.00
215,Exit Long,sell,2020-10-14 21:00,11370.18,1138.434908,650892.79,5.30,2663511.56,32.34,1074390.78,8.75,0,0.00
215,Entry Long,buy,2020-10-08 21:00,10776.29,1138.434908,650892.79,5.30,2663511.56,32.34,1074390.78,8.75,0,0.00
214,Exit Long,sell,2020-10-02 00:00,10785.99,791.291126,-128816.70,-1.49,2012618.76,-6.02,0,0.00,120281.85,1.39
214,Entry Long,buy,2020-10-01 15:00,10927.07,791.291126,-128816.70,-1.49,2012618.76,-6.02,0,0.00,120281.85,1.39
213,Exit Long,sell,2020-09-30 00:00,10684.37,408.197833,-58237.55,-1.32,2141435.47,-2.65,55398.34,1.25,75739.29,1.72
213,Entry Long,buy,2020-09-28 09:00,10805.55,408.197833,-58237.55,-1.32,2141435.47,-2.65,55398.34,1.25,75739.29,1.72
212,Exit Short,exit_short,2020-09-25 00:00,10634.93,219.045092,-91145.68,-4.06,2199673.02,-3.98,20235.45,0.90,88816.15,3.96
212,Entry Short,enter_short,2020-09-24 03:00,10239.70,219.045092,-91145.68,-4.06,2199673.02,-3.98,20235.45,0.90,88816.15,3.96
211,Exit Long,sell,2020-09-20 12:00,10909.43,776.061292,258759.04,3.16,2290818.70,12.73,477809.65,5.83,0,0.00
211,Entry Long,buy,2020-09-14 21:00,10554.54,776.061292,258759.04,3.16,2290818.70,12.73,477809.65,5.83,0,0.00
210,Exit Short,exit_short,2020-09-14 15:00,10348.31,169.503961,130022.22,6.88,2032059.66,6.84,218541.99,11.57,0,0.00
210,Entry Short,enter_short,2020-09-03 21:00,11136.87,169.503961,130022.22,6.88,2032059.66,6.84,218541.99,11.57,0,0.00
209,Exit Long,sell,2020-09-02 15:00,11727.88,482.02752,37518.82,0.67,1902037.44,2.01,206781.76,3.69,53035.89,0.95
209,Entry Long,buy,2020-08-30 21:00,11626.69,482.02752,37518.82,0.67,1902037.44,2.01,206781.76,3.69,53035.89,0.95
208,Exit Short,exit_short,2020-08-29 15:00,11582.15,163.487046,-34924.70,-1.87,1864518.62,-1.84,43526.55,2.33,35563.58,1.91
208,Entry Short,enter_short,2020-08-25 21:00,11391.50,163.487046,-34924.70,-1.87,1864518.62,-1.84,43526.55,2.33,35563.58,1.91
207,Exit Long,sell,2020-08-18 21:00,11946.49,322.265979,-13109.70,-0.34,1899443.32,-0.69,162298.54,4.21,91070.19,2.36
207,Entry Long,buy,2020-08-16 06:00,11963.26,322.265979,-13109.70,-0.34,1899443.32,-0.69,162298.54,4.21,91070.19,2.36
206,Exit Long,sell,2020-08-10 18:00,11704.51,339.74157,-72765.71,-1.80,1912553.02,-3.67,61168.74,1.51,68789.20,1.70
206,Entry Long,buy,2020-08-10 09:00,11895.09,339.74157,-72765.71,-1.80,1912553.02,-3.67,61168.74,1.51,68789.20,1.70
205,Exit Long,sell,2020-08-02 09:00,11936.50,469.419689,1266483.12,29.24,1985318.73,176.16,1272086.34,29.37,0,0.00
205,Entry Long,buy,2020-07-21 15:00,9217.37,469.419689,1266483.12,29.24,1985318.73,176.16,1272086.34,29.37,0,0.00
204,Exit Long,sell,2020-07-10 00:00,9204.26,240.611714,-21197.44,-0.95,718835.62,-2.86,46528.56,2.08,19004.45,0.85
204,Entry Long,buy,2020-07-06 21:00,9273.88,240.611714,-21197.44,-0.95,718835.62,-2.86,46528.56,2.08,19004.45,0.85
203,Exit Short,exit_short,2020-07-02 00:00,9281.05,84.265004,-24498.34,-3.22,740033.06,-3.20,15061.64,1.98,23716.27,3.12
203,Entry Short,enter_short,2020-06-28 03:00,9008.61,84.265004,-24498.34,-3.22,740033.06,-3.20,15061.64,1.98,23716.27,3.12
202,Exit Long,sell,2020-06-24 15:00,9484.58,326.275741,-7159.18,-0.23,764531.40,-0.93,95338.57,3.08,4064.60,0.13
202,Entry Long,buy,2020-06-23 00:00,9487.55,326.275741,-7159.18,-0.23,764531.40,-0.93,95338.57,3.08,4064.60,0.13
201,Exit Short,exit_short,2020-06-16 03:00,9431.40,72.526976,-11114.63,-1.65,771690.58,-1.42,28064.54,4.16,19184.61,2.84
201,Entry Short,enter_short,2020-06-12 00:00,9296.88,72.526976,-11114.63,-1.65,771690.58,-1.42,28064.54,4.16,19184.61,2.84
200,Exit Long,sell,2020-06-11 21:00,9702.96,254.855237,-47531.23,-1.89,782805.22,-5.72,33235.70,1.32,45058.38,1.79
200,Entry Long,buy,2020-06-11 03:00,9869.89,254.855237,-47531.23,-1.89,782805.22,-5.72,33235.70,1.32,45058.38,1.79
199,Exit Long,sell,2020-06-09 09:00,9641.47,274.92224,-66040.07,-2.43,830336.45,-7.37,6278.62,0.23,63389.42,2.34
199,Entry Long,buy,2020-06-09 09:00,9862.18,274.92224,-66040.07,-2.43,830336.45,-7.37,6278.62,0.23,63389.42,2.34
198,Exit Long,sell,2020-06-02 21:00,9843.76,103.989317,797.58,0.08,896376.52,0.09,61023.38,5.97,0,0.00
198,Entry Long,buy,2020-06-02 06:00,9816.43,103.989317,797.58,0.08,896376.52,0.09,61023.38,5.97,0,0.00
197,Exit Short,exit_short,2020-05-28 09:00,9272.74,86.37815,-40367.64,-5.29,895578.94,-4.31,15370.69,2.01,39566.68,5.19
197,Entry Short,enter_short,2020-05-25 06:00,8823.50,86.37815,-40367.64,-5.29,895578.94,-4.31,15370.69,2.01,39566.68,5.19
196,Exit Long,sell,2020-05-19 09:00,9549.05,58.967198,-14193.96,-2.46,935946.58,-1.49,10410.04,1.81,38969.09,6.76
196,Entry Long,buy,2020-05-14 18:00,9770.44,58.967198,-14193.96,-2.46,935946.58,-1.49,10410.04,1.81,38969.09,6.76
195,Exit Long,sell,2020-05-10 09:00,9435.85,199.454331,47708.70,2.60,950140.55,5.29,177730.16,9.70,30563.99,1.67
195,Entry Long,buy,2020-05-06 18:00,9178.04,199.454331,47708.70,2.60,950140.55,5.29,177730.16,9.70,30563.99,1.67
194,Exit Long,sell,2020-04-30 15:00,9426.72,158.323186,337338.26,29.24,902431.85,59.69,338830.72,29.37,0,0.00
194,Entry Long,buy,2020-04-23 21:00,7279.32,158.323186,337338.26,29.24,902431.85,59.69,338830.72,29.37,0,0.00
193,Exit Long,sell,2020-04-21 00:00,6898.10,83.523774,-24352.50,-4.06,565093.59,-4.13,10152.68,1.69,23776.34,3.96
193,Entry Long,buy,2020-04-17 06:00,7175.59,83.523774,-24352.50,-4.06,565093.59,-4.13,10152.68,1.69,23776.34,3.96
192,Exit Short,exit_short,2020-04-16 15:00,6945.74,74.814618,-28526.34,-5.79,589446.09,-4.62,7594.58,1.54,28006.70,5.69
192,Entry Short,enter_short,2020-04-16 09:00,6577.97,74.814618,-28526.34,-5.79,589446.09,-4.62,7594.58,1.54,28006.70,5.69
191,Exit Short,exit_short,2020-04-15 00:00,6988.28,81.206389,-30022.85,-5.57,617972.43,-4.63,5731.37,1.06,29455.36,5.46
191,Entry Short,enter_short,2020-04-13 09:00,6632.19,81.206389,-30022.85,-5.57,617972.43,-4.63,5731.37,1.06,29455.36,5.46
190,Exit Long,sell,2020-04-10 12:00,7085.77,64.837416,-10958.58,-2.33,647995.29,-1.66,14386.10,3.06,11067.78,2.36
190,Entry Long,buy,2020-04-07 03:00,7240.46,64.837416,-10958.58,-2.33,647995.29,-1.66,14386.10,3.06,11067.78,2.36
189,Exit Long,sell,2020-04-04 15:00,6720.32,88.241833,1928.49,0.33,658953.86,0.29,50625.66,8.57,10097.96,1.71
189,Entry Long,buy,2020-04-02 06:00,6685.06,88.241833,1928.49,0.33,658953.86,0.29,50625.66,8.57,10097.96,1.71
188,Exit Long,sell,2020-03-28 06:00,6348.80,57.93896,-34372.15,-8.55,657025.37,-4.97,2784.62,0.69,34004.30,8.46
188,Entry Long,buy,2020-03-25 18:00,6928.77,57.93896,-34372.15,-8.55,657025.37,-4.97,2784.62,0.69,34004.30,8.46
187,Exit Long,sell,2020-03-21 03:00,5701.72,48.342005,-13050.49,-4.53,691397.52,-1.85,47751.75,16.56,12774.86,4.43
187,Entry Long,buy,2020-03-20 00:00,5960.02,48.342005,-13050.49,-4.53,691397.52,-1.85,47751.75,16.56,12774.86,4.43
186,Exit Short,exit_short,2020-03-12 18:00,6743.40,68.718743,114806.85,19.80,704448.01,19.47,115270.25,19.88,0,0.00
186,Entry Short,enter_short,2020-03-09 00:00,8429.25,68.718743,114806.85,19.80,704448.01,19.47,115270.25,19.88,0,0.00
185,Exit Short,exit_short,2020-03-06 03:00,9108.57,57.479478,11691.96,2.18,589641.16,2.02,52584.50,9.80,5873.85,1.09
185,Entry Short,enter_short,2020-02-26 00:00,9330.42,57.479478,11691.96,2.18,589641.16,2.02,52584.50,9.80,5873.85,1.09
184,Exit Short,exit_short,2020-02-23 12:00,9884.74,59.273695,-24206.81,-4.30,577949.20,-4.02,10598.39,1.88,23620.91,4.19
184,Entry Short,enter_short,2020-02-20 06:00,9495.73,59.273695,-24206.81,-4.30,577949.20,-4.02,10598.39,1.88,23620.91,4.19
183,Exit Short,exit_short,2020-02-19 00:00,9967.40,63.635581,-22040.70,-3.59,602156.01,-3.53,10072.20,1.64,21406.41,3.49
183,Entry Short,enter_short,2020-02-17 18:00,9640.65,63.635581,-22040.70,-3.59,602156.01,-3.53,10072.20,1.64,21406.41,3.49
182,Exit Long,sell,2020-02-14 15:00,10121.39,63.9401,-24357.54,-3.63,624196.71,-3.76,1140.58,0.17,23710.38,3.53
182,Entry Long,buy,2020-02-13 21:00,10481.73,63.9401,-24357.54,-3.63,624196.71,-3.76,1140.58,0.17,23710.38,3.53
181,Exit Long,sell,2020-02-13 18:00,10119.72,201.885079,-14626.90,-0.71,648554.25,-2.21,65547.67,3.19,12583.88,0.61
181,Entry Long,buy,2020-02-12 00:00,10171.88,201.885079,-14626.90,-0.71,648554.25,-2.21,65547.67,3.19,12583.88,0.61
180,Exit Long,sell,2020-02-10 21:00,9803.91,195.896437,38842.32,2.07,663181.15,6.22,117742.33,6.26,14726.76,0.78
180,Entry Long,buy,2020-02-06 03:00,9586.24,195.896437,38842.32,2.07,663181.15,6.22,117742.33,6.26,14726.76,0.78
179,Exit Long,sell,2020-02-03 12:00,9367.78,214.280634,-41546.99,-2.03,624338.83,-6.24,12629.11,0.62,39539.65,1.93
179,Entry Long,buy,2020-02-03 09:00,9542.76,214.280634,-41546.99,-2.03,624338.83,-6.24,12629.11,0.62,39539.65,1.93
178,Exit Long,sell,2020-02-02 09:00,9235.99,194.684621,109238.91,6.48,665885.82,19.62,175627.53,10.41,0,0.00
